proof,compressed?,length,resOnlyLength,compressedLengthAll,compressedLengthResOnly,compressTime,compressRatio,compressSpeed,compressRatioRes,compressSpeedRes,numFOSub,totalTime
\COL\COL109-2.spass,0,14,7,14,7,2675669,0.0,0.0,0.0,0.0,0,6434947
\SYN\SYN034-1.spass,0,11,5,11,5,4669985,0.0,0.0,0.0,0.0,0,3244514
\SYN\SYN676-1.spass,0,14,7,14,7,1283753,0.0,0.0,0.0,0.0,0,3274516
\SYN\SYN661-1.spass,0,14,7,14,7,1209144,0.0,0.0,0.0,0.0,0,3240567
\SYN\SYN674-1.spass,0,14,7,14,7,1166114,0.0,0.0,0.0,0.0,0,4022977
\PUZ\PUZ035-7.spass,0,28,19,28,19,9754859,0.0,0.0,0.0,0.0,0,10333969
\SET\SET055-7.spass,0,6,2,6,2,178826,0.0,0.0,0.0,0.0,0,1038213
\LCL\LCL438-2.spass,0,10,5,10,5,1599558,0.0,0.0,0.0,0.0,0,10519110
\SYN\SYN346-1.spass,0,4,2,4,2,617006,0.0,0.0,0.0,0.0,0,1005448
\SWV\SWV263-2.spass,0,9,4,9,4,235670,0.0,0.0,0.0,0.0,0,1578241
\PUZ\PUZ047+1.spass,0,16,8,16,8,1895232,0.0,0.0,0.0,0.0,0,4159957
\SYN\SYN031-1.spass,1,8,4,8,3,2336176,0.0,0.0,0.125,4.28049941442768E-7,0,1942208
\MGT\MGT018-1.spass,1,40,21,40,20,413587326,0.0,0.0,0.025,2.417869062070824E-9,0,249695741
\MGT\MGT016-1.spass,1,40,21,40,20,413286126,0.0,0.0,0.025,2.4196311879097534E-9,0,214390974
\SYN\SYN671-1.spass,0,14,7,14,7,1252171,0.0,0.0,0.0,0.0,0,4985791
\SYN\SYN630-1.spass,0,11,5,11,5,1027554,0.0,0.0,0.0,0.0,0,4478922
\CSR\CSR050+1.spass,0,26,14,26,14,1847466,0.0,0.0,0.0,0.0,0,9339180
\PUZ\PUZ035-6.spass,0,9,6,9,6,388442,0.0,0.0,0.0,0.0,0,2195248
\SYN\SYN587-1.spass,0,16,8,16,8,1025186,0.0,0.0,0.0,0.0,0,3944815
\COL\COL120-2.spass,0,5,2,5,2,404232,0.0,0.0,0.0,0.0,0,1369020
\SYN\SYN570-1.spass,0,22,11,22,11,1479553,0.0,0.0,0.0,0.0,0,4185617
\SYN\SYN717-1.spass,0,16,8,16,8,3258726,0.0,0.0,0.0,0.0,0,4264569
\PUZ\PUZ047-1.spass,0,16,8,16,8,1772857,0.0,0.0,0.0,0.0,0,3329782
\SET\SET590+3.spass,0,8,3,8,3,238434,0.0,0.0,0.0,0.0,0,2727776
\SYN\SYN082+1.spass,0,9,4,9,4,1453498,0.0,0.0,0.0,0.0,0,1496922
\SYN\SYN571-1.spass,0,16,8,16,8,2978447,0.0,0.0,0.0,0.0,0,3823624
\GRP\GRP001+6.spass,0,26,16,26,16,32544226,0.0,0.0,0.0,0.0,0,33461248
\SYN\SYN727-1.spass,0,5,2,5,2,101848,0.0,0.0,0.0,0.0,0,941892
\SYN\SYN656-1.spass,0,19,10,19,10,3574927,0.0,0.0,0.0,0.0,0,6206382
\CSR\CSR035+1.spass,0,5,2,5,2,118428,0.0,0.0,0.0,0.0,0,924523
\SYN\SYN613-1.spass,0,20,11,20,11,1189010,0.0,0.0,0.0,0.0,0,4183642
\SYN\SYN626-1.spass,0,16,8,16,8,2541056,0.0,0.0,0.0,0.0,0,3839808
\TOP\TOP022+1.spass,0,13,6,13,6,566872,0.0,0.0,0.0,0.0,0,3009633
\SET\SET835-2.spass,0,7,3,7,3,182773,0.0,0.0,0.0,0.0,0,1283753
\SWV\SWV258-2.spass,0,11,5,11,5,482394,0.0,0.0,0.0,0.0,0,2466052
\SYN\SYN014-2.spass,0,10,5,10,5,321333,0.0,0.0,0.0,0.0,0,1813517
\SET\SET631+3.spass,0,12,6,12,6,1840756,0.0,0.0,0.0,0.0,0,2515396
\SYN\SYN655-1.spass,0,17,9,17,9,2687511,0.0,0.0,0.0,0.0,0,15964794
\SYN\SYN668-1.spass,0,14,7,14,7,1221381,0.0,0.0,0.0,0.0,0,3259910
\SYN\SYN653-1.spass,0,18,9,18,9,5754384,0.0,0.0,0.0,0.0,0,19637225
\SWV\SWV341-2.spass,0,7,3,7,3,220670,0.0,0.0,0.0,0.0,0,1489421
\SYN\SYN340-1.spass,0,3,1,3,1,82899,0.0,0.0,0.0,0.0,0,723196
\TOP\TOP021+1.spass,0,9,4,9,4,444498,0.0,0.0,0.0,0.0,0,2903049
\SET\SET834-2.spass,0,23,11,23,11,3358599,0.0,0.0,0.0,0.0,0,7882129
\SYN\SYN312-1.spass,0,21,13,21,13,2718697,0.0,0.0,0.0,0.0,0,3892312
\COL\COL117-2.spass,0,14,7,14,7,2802386,0.0,0.0,0.0,0.0,0,9878813
\SWV\SWV257-2.spass,0,5,2,5,2,264882,0.0,0.0,0.0,0.0,0,1190589
\SYN\SYN310-1.spass,0,19,13,19,13,1793384,0.0,0.0,0.0,0.0,0,4054952
\SWV\SWV255-2.spass,0,12,6,12,6,767804,0.0,0.0,0.0,0.0,0,3630587
\SET\SET832-2.spass,0,7,3,7,3,227775,0.0,0.0,0.0,0.0,0,1586532
\SYN\SYN325-1.spass,0,6,3,6,3,981763,0.0,0.0,0.0,0.0,0,1412048
\SWB\SWB024+2.spass,0,24,12,24,12,1552977,0.0,0.0,0.0,0.0,0,6828915
\SYN\SYN680-1.spass,0,14,7,14,7,1954841,0.0,0.0,0.0,0.0,0,6618114
\SYN\SYN596-1.spass,0,13,6,13,6,1063083,0.0,0.0,0.0,0.0,0,4966052
\SYN\SYN594-1.spass,0,23,12,23,12,4461947,0.0,0.0,0.0,0.0,0,13581246
\SYN\SYN079+1.spass,0,7,3,7,3,301200,0.0,0.0,0.0,0.0,0,1658377
\SYN\SYN566-1.spass,0,32,18,32,18,4940788,0.0,0.0,0.0,0.0,0,8325441
\GRP\GRP012+5.spass,0,21,13,21,13,18674807,0.0,0.0,0.0,0.0,0,28537434
\SWV\SWV280-2.spass,0,5,2,5,2,161456,0.0,0.0,0.0,0.0,0,1253751
\SET\SET046-5.spass,0,11,5,11,5,3157273,0.0,0.0,0.0,0.0,0,2845019
\COL\COL112-2.spass,0,5,2,5,2,571214,0.0,0.0,0.0,0.0,0,2175905
\COM\COM002-2.spass,0,21,12,21,12,1629954,0.0,0.0,0.0,0.0,0,6136904
\SET\SET899+1.spass,0,7,3,7,3,177246,0.0,0.0,0.0,0.0,0,1150719
\SYN\SYN593-1.spass,0,13,6,13,6,1252961,0.0,0.0,0.0,0.0,0,5031582
\LAT\LAT271-2.spass,0,7,3,7,3,321333,0.0,0.0,0.0,0.0,0,1837992
\SWV\SWV364-2.spass,0,9,4,9,4,363966,0.0,0.0,0.0,0.0,0,2216170
\SWV\SWV323-2.spass,0,37,17,37,17,3178194,0.0,0.0,0.0,0.0,0,12272230
\SET\SET859-2.spass,0,7,3,7,3,335149,0.0,0.0,0.0,0.0,0,1644166
\SWV\SWV321-2.spass,0,24,10,24,10,1510343,0.0,0.0,0.0,0.0,0,6959579
\SET\SET829-2.spass,0,7,3,7,3,205668,0.0,0.0,0.0,0.0,0,1702985
\SWV\SWV239-2.spass,0,12,5,12,5,1172825,0.0,0.0,0.0,0.0,0,3743882
\SYN\SYN035-1.spass,0,9,6,9,6,825834,0.0,0.0,0.0,0.0,0,3395312
\SYN\SYN048-1.spass,0,3,1,3,1,70267,0.0,0.0,0.0,0.0,0,932418
\SYN\SYN677-1.spass,0,14,7,14,7,1244671,0.0,0.0,0.0,0.0,0,3342809
\CSR\CSR054+1.spass,0,5,2,5,2,149613,0.0,0.0,0.0,0.0,0,1709301
\SYN\SYN632-1.spass,0,24,13,24,13,10968345,0.0,0.0,0.0,0.0,0,22498430
\LCL\LCL439-2.spass,0,13,6,13,6,1510343,0.0,0.0,0.0,0.0,0,6391918
\SWV\SWV320-2.spass,0,7,3,7,3,242776,0.0,0.0,0.0,0.0,0,1754699
\SYN\SYN604-1.spass,0,26,15,26,15,7925551,0.0,0.0,0.0,0.0,0,10246728
\COL\COL124-2.spass,0,6,2,6,2,339886,0.0,0.0,0.0,0.0,0,4462342
\SWV\SWV264-2.spass,0,5,2,5,2,118032,0.0,0.0,0.0,0.0,0,977815
\COL\COL122-2.spass,0,5,2,5,2,250277,0.0,0.0,0.0,0.0,0,1158219
\TOP\TOP004-2.spass,0,3,1,3,1,56451,0.0,0.0,0.0,0.0,0,521870
\SWV\SWV277-2.spass,0,9,4,9,4,489105,0.0,0.0,0.0,0.0,0,1767726
